sha,date,subject,category,objective_or_task_ids,files_changed,insertions,deletions,runtime_reachable,runtime_reachable_detail,tests_added,is_revert_or_retraction,authority_effect,claimed_result,auditor_independent_check,disposition
da730a9b1bda64c603eab51b22b09b5ccca938e5,2026-08-15,feat(science): [WS-CAN-0076 / Mission 5] the nearshore outcome loop's core -- and the system's FIRST matched nearshore observation,feat,"WS-CAN-0076, MC-03",6,952,2,MIXED,"MIXED — adds backend/services/weather_pipeline/nearshore_validation.py (a shipped-app directory) but NOTHING in routes/scheduler imports it at this commit; verified by git grep at HEAD, its only importers are backend/tests/test_nearshore_validation.py and backend/scripts/run_nearshore_validation.py, and that runner does not exist until the PR #10 branch (4a0913d7 confirms it is absent from dev)","backend/tests/test_nearshore_validation.py (NEW, 131 lines); backend/tests/test_ci_floor_staleness.py (1 line)",NO,"ADDS_AUTHORITY — refusal-first module (stale pair table raises Refusal at nearshore_validation.py:53-64; empty match set publishes available:false with counters) and chain floor 801->809. Reads two env vars (SURF_REFRACTION_KR at :82, NEARSHORE_VAL_MIN_MATCHED at :129) but adds no new kill switch.","nearshore outcome-loop core exists: 20 CDIP stations / 48 spot links, composition-pinned instrument model, and the first matched observation (Blacks <-> 153p1, -39.0%)","PARTIALLY CONFIRMED. The module and the 510-line committed pair table are real; `load_pairs` refuses on unreadable/unparseable/stale (>90 d) tables; `build_report` publishes available:false with a reason and counters. The ci.yml floor pair is edited correctly together (MIN_FILES 87->88, MIN_PASSED 801->809; _FLOOR_SET_FROM chain 807->815; margin 6 preserved). ⚠️ The 'COMPOSITION PIN at rel=1e-12' and the single Blacks/153p1 residual are CLAIMS — the pin lives in the new test file, which I read the header of but did not execute; the live observation has no committed artifact. The commit itself says n=1 proves nothing statistically, which is honest.",SUBSTANTIVE_PROGRESS
fabb9fe83c90b7a1d1821ad106466b7cded904cf,2026-08-15,"docs(program): WS-CAN-0076 registered -- the outcome-loop core exists, with its first live match and the honest live-subset correction",docs,WS-CAN-0076,2,15,2,NO,NO — register CSV + packet markdown,NONE,YES (minor) — corrects the packet's live-subset figure to 7/20 stations realtime,NEUTRAL,WS-CAN-0076 registered; remaining work (banked run loop behind a default-OFF flag) named,Diff is one register row plus a packet edit. Consistent with da730a9b (which ships the core and not the runner). Nothing here is code.,DOCS_ONLY
2e3efa66fe9d44a9b8800ce6545cc68351657a49,2026-08-15,"docs(halo): the land-mask halo is REOPENED -- two mitigations cleared, one untested",evidence,NONE (names commit 25fd7c18),2,156,0,NO,NO — program/ handoff + evidence markdown only,NONE,"YES — REOPENS a defect previously treated as mitigated, and retracts the author's own prior 'water temp is broken' reading as an unsettled-map artifact ('I misread it twice')",NEUTRAL,shouldRejectMaskShrink and haloDamp cleared by live trace; u_dataMaskGate is the prime suspect; coverage_gap on 98/713 frames,"Prose only — no trace file, no screenshot, no code is committed here. The 98/713 frame count and the z-band figures are CLAIMS. Note the prime-suspect designation (u_dataMaskGate) is REFUTED by the very next commit aa026f7f, which measures it pixel-inert; the hypothesis lifetime is under one hour.",EVIDENCE_ONLY
aa026f7fdced54d6e14ba4a5c88983a2509f7b92,2026-08-15,fix(marine): [Audit 3.1] the halo gate is PIXEL-INERT -- measured; SAFE_DEGRADED mask clip is the terminal defense,fix,"A3.1-02, A3.1-03, A3.1-06 (audit-lane ids; no WS-OBJ/WS-CAN/C4 id)",28,2895,6,YES,"YES — frontend/src/components/map/WebGLMarineEngine.js (11 lines), WebGLMarineShaders.js (15 lines), new marineCoverageContract.js (95 lines). The other ~2700 insertions are evidence JSON/PNG under program/ and frontend/scripts/shaderlab-gate.js (518 lines, not shipped).","frontend/src/components/map/marineCoverageContract.test.js (NEW, 154 lines)","YES — retracts commit 25fd7c18's claim that u_dataMaskGate is a halo defense; the shader comment is amended in place to '⚠️ MEASURED PIXEL-INERT 2026-08-15 ... kept for kill-switch compat only, never a halo defense'","ADDS_FLAG + adds a new pixel-blanking authority — new kill switch __RAW_DISABLE_MASK_SHORT_CLIP__ and new uniform u_maskClipEnabled that sets oceanAlpha=0.0 outside the delivered mask when the retry budget is spent (WebGLMarineShaders.js, the `if (u_maskClipEnabled > 0.5 && !_ovApplied ...)` block)","the gate changes 0 of 262,144 pixels; the SAFE_DEGRADED mask clip is the terminal defense; 71/71 focused tests","CONFIRMED as a code change: resolveCoverageTerminalState is a pure 4-branch state machine (covered/retry/safe_degraded/unknown) that fails OPEN on unknown input; setHeatmapGateUniforms caches uniform locations and reports gateLocationActive/clipLocationActive, which is the correct answer to the Khronos null-location silent-ignore trap; both call sites in WebGLMarineEngine.js are converted. The 0-of-262,144 pixel measurement is a CLAIM resting on committed shaderlab JSON I did not parse. ⚠️ This fix is later CLEARED AS NOT IMPLICATED in the user-visible halo by 784b4c6c ('engaged and correct in the very frames showing the halo').",SUBSTANTIVE_PROGRESS
198280d6bdb6aecbfbc080551b56b5e03e01cf2a,2026-08-15,evidence(halo): [Audit 3.1] the terminal state machine ENGAGED LIVE at the halo band -- 46 clip frames at z7.9-8.3 under coverage_gap,evidence,A3.1 (lane id only),8,155,1,NO,"NO — frontend/scripts/zoomlab.js (+16), new frontend/scripts/zoomlab-wheel-probe.js (54), program/ handoff + trace JSON. Nothing under frontend/src.",NONE,NO,NEUTRAL — instrument/trace only; adds no product flag or gate,clip ON: 627 covered / 20 retry / 46 SAFE_DEGRADED clip frames at z7.9-8.3; clip OFF kill switch restores 43 safe_degraded frames with clip=0,"⚠️ THE HEADLINE NUMBERS ARE INVALIDATED BY THE NEXT COMMIT. ffb8656c (24 minutes later) fixes a FROZEN delivered-short verdict that 'reported safe_degraded for five zoom levels while the WORLD mask covered everything', and 7becd023 quantifies it as '82 honest unknown frames where the old code reported a FROZEN false safe_degraded'. These 46/43 SAFE_DEGRADED counts were therefore measured with that instrument defect present and are not re-stated after the fix. The harness fix itself (dev-server WARNINGS iframe swallowing wheel input) is real and is a genuine unblock.",EVIDENCE_ONLY
ffb8656c28d27f8433c822665d9acf93b64d6467,2026-08-15,"evidence(halo): [Audit 3.1 step 1] SURFACE ATTRIBUTION -- the strip belongs to the WASH, and the mask!=data regime does not exist in current code",forensics,A3.1 (lane id only),19,1395,5,YES,"YES (narrowly) — frontend/src/components/map/WebGLMarineEngine.js, 12 lines. The remaining 1383 insertions are frontend/scripts/halo-isolate.js (290) plus evidence PNG/JSON under program/.",NONE — a runtime behaviour change (verdict voiding) shipped with zero new tests,"YES — retracts this lane's own earlier safe_degraded readings as 'a lying instrument', and retracts an engine comment as 'describes RETIRED behavior'","ADDS_AUTHORITY — a stale verdict is now VOIDED rather than trusted: the render loop passes null instead of a verdict whose `__mb` is not the currently bound `_cachedMaskBounds`, so the clip can no longer engage on a frozen judgement","the out-of-bounds strip is painted by the WASH; the mask!=data regime never occurs; the clip is a quiescent terminal defense, not the user-visible fix","CONFIRMED in diff at WebGLMarineEngine.js:1437-1441 (verdict voided unless `this._maskDeliveredState.__mb === this._cachedMaskBounds`) and :2428-2433 (`Object.assign(resolveDeliveredCoverage(...), { __mb: _cmb })`). This is a real instrument-correctness fix. ⚠️ It ships a behaviour change to shipped renderer code with NO test covering the new __mb voiding path — the repo's own 'verify the changed lines, not the suite' rule is not met here. The pixel verdicts (L~161 vs 208, 245.68 across six legs) are CLAIMS resting on committed report JSON I did not parse.",SUBSTANTIVE_PROGRESS
7becd02344f2c2806ada778c1b00c66537c2ec4f,2026-08-15,fix(marine): the owner's visible regression ROOT-CAUSED -- the mask-family stack order; plus the wash REPLACE flood is closed,fix,WS-CAN-0061 (cited as cause); no C4/LOP id yet,28,3417,11,YES,"YES — frontend/src/components/map/OceanMask.js (+11), WebGLMarineEngine.js (16), marineCoverageContract.js (+30), waterTempAnchor.js (+90). Most of the 3417 insertions are evidence JSON/PNG.",frontend/src/components/map/waterTempAnchor.test.js (+99/-...); frontend/src/components/map/marineCoverageContract.test.js (+53/-...),"NO at authoring time — but this commit's own headline claim is RETRACTED 3 commits later by 784b4c6c ('7becd023's halo ROOT-CAUSED claim is refuted -- a real ordering bug, but not this one')","ADDS_FLAG x2 + ADDS_AUTHORITY — new kill switches __RAW_DISABLE_MASK_FAMILY_ORDER__ and __RAW_DISABLE_WASH_NO_REPLACE__; planMaskFamilyOrder becomes a NEW deterministic owner of MapLibre layer order, executing moveLayer on every sync tick (OceanMask.js step 7b), and resolveWashOverlayMode changes u_overlayReplace from unconditional 1.0 to conditional",the owner's visible regression is root-caused as mask-family stack order; the wash REPLACE flood is closed,"⛔ THE ROOT-CAUSE CLAIM IS REFUTED, AND THIS COMMIT PLAUSIBLY MADE THE HALO WORSE. waterTempAnchor.js:149-152 defines MASK_FAMILY_CHAIN with MARINE_FIELD_LAYER_ID ('webgl-marine-particles') BELOW 'ocean-mask-buffer'. 74b76d51 then measures live that ocean-mask-buffer above the field IS the halo painter, and ec12947e states in its own body that planMaskFamilyOrder makes that arrangement DETERMINISTIC 'on every load, where before it was a coin flip'. The wash min-combine half (resolveWashOverlayMode, dense>=4096 && span>=340, unknown fails to REPLACE) is a real, separately-flagged change and is later cleared as not implicated. Two mirrored magic literals (4096/340) are duplicated from computeWideOverlayMode by the author's own admission, with only a comment holding them in sync.",REGRESSION_RISK
1f41601ba4aeb77ea015db601d6dbd78ed33372a,2026-08-16,docs(audit4): the independent verification report + machine manifest; launch entry for the halo-lane worktree dev server (port 3013),docs,"MC4-01, MC4-02; names 19e8c197 / 37f265bf / 1d31e15b",3,621,0,NO,NO — .claude/launch.json (dev-server config) + two audit documents,NONE,NO,NEUTRAL,the Audit 4.0 verification report and machine-readable manifest are tracked (previously sweep-risk untracked); a worktree dev-server launch entry on port 3013,"Diff is 465 lines of markdown, 150 lines of JSON manifest, 6 lines of launch.json. The manifest's 'all 16 artifact hashes MATCH' is a CLAIM — I did not recompute any hash. Nothing here reaches the running app.",DOCS_ONLY
43ccbe0782a3e4fc16f14719c1c3b7ecec098a84,2026-08-16,"docs(program): the ONE authoritative completion ledger (Audit 4.2) -- 60 rows, every item with a terminal-or-named-next-action disposition",docs,"C4-P0-*, C4-MR-*, C4-SC-*, C4-UX-*, C4-OP-*, C4-GOV-01; WS-CAN aliases preserved in a `source` column",1,61,0,NO,NO — one new CSV under program/weather-simulation/,NONE,NO,"NEUTRAL — a register, not a gate; nothing enforces it in CI","one authoritative 60-row completion ledger, deduplicated, no second competing register created","CONFIRMED as shape: COMPLETION_LEDGER_4.2.csv is new and is 61 lines (header + 60 rows). ⚠️ 'no second competing register is created' is contradicted in spirit by the file's own existence alongside CURRENT_TASK_REGISTER.csv, which commits 82ef5c0e/c4a8a315/fabb9fe8 in this same batch are still writing to. The commit honestly records that repo state moved underneath the pass (origin/dev 7becd023 -> 1f41601b mid-audit) and files C4-GOV-01 for it.",DOCS_ONLY
c7b29b49b227542cc19c89b2bd5ccdcbd23d4508,2026-08-16,"evidence(halo): [C4-P0-04] the full commit archaeology -- 19 fixes, 11 weeks, and the two faces that never had one",forensics,"C4-P0-04, C4-P0-03, C4-MR-06, C4-OP-13",2,202,3,NO,"NO — ledger CSV + one evidence markdown; explicitly read-only, no source file touched",NONE,YES — §3 kills one of the author's own claims: reading ea488c5a's title as scoping the fix below z6.7 is refuted by the diff (resolveBufferColor has no zoom predicate),NEUTRAL,"two halo faces have never had a closing fix; ocean-mask-buffer already has a documented non-zero derivative (ea488c5a), so the buffer A/B is promoted to first in the lever order","The reasoning is reproducible in principle (11 `git log -S`/`--grep` sweeps are named) but I did not re-run them. The load-bearing yield — promoting the ocean-mask-buffer lever to first — is VINDICATED two commits later by 74b76d51's live A/B/A'/C, which is the strongest signal in this batch that the archaeology was correct. Also records the trevec index as measured STALE ('ready' is not freshness) and declares it was NOT used, which is the honest instrument disclosure.",EVIDENCE_ONLY
ec12947ea6f659441bc4c7a937ef03f0ca3823a1,2026-08-16,"docs(ledger): [C4-P0-01/02/03] the halo is a BOUNDED REGRESSION, not a persisting defect -- owner-dated, window closed to 4 commits, 0 backend",docs,"C4-P0-01, C4-P0-02, C4-P0-03, C4-MR-06",1,2,2,NO,NO — 2 rows of COMPLETION_LEDGER_4.2.csv,NONE,"YES — inverts the previous session's premise: the halo did not persist DESPITE the fixes, the fixes are candidates for having CAUSED it, which re-ranks every lever",NEUTRAL,"the regression window is 4 commits (e17f0332, aa026f7f, ffb8656c, 7becd023) with ZERO backend files, so this is renderer-only; leading hypothesis is that 7becd023's planMaskFamilyOrder made ocean-mask-buffer deterministically above the field","The 'zero backend files in the window' claim is CONSISTENT with what I read: aa026f7f, ffb8656c and 7becd023 touch only frontend/, program/ and evidence. The hypothesis is explicitly labelled 'NOT pixel-proven, so it stays a lead' — correct epistemic hygiene, and it is confirmed by 74b76d51 one commit later. This is the pivot commit of the whole halo arc and it costs 4 changed characters.",DOCS_ONLY
74b76d51db6339faf04f4d533830ee7b02365e74,2026-08-16,"evidence(halo): [C4-P0-03 CLOSED] the painter is `ocean-mask-buffer`, and the defect is STACK ORDER -- four-leg A/B/A/C on the authenticated owner scene",forensics,"C4-P0-01, C4-P0-03, C4-P0-06, C4-MR-06",2,181,29,NO,"NO — COMPLETION_LEDGER_4.2.csv (58/-29, mostly CSV quoting cleanup + status upgrades; I checked and no row was downgraded) + one new evidence markdown. 'No fix is written here; attribution only' — confirmed, no source file in the diff.",NONE,YES — refutes 7becd023's 'ROOT-CAUSED' claim and clears aa026f7f's clip and 7becd023's wash min-combine as not implicated,"NEUTRAL — attribution only, no gate or flag moved","four-leg A/B/A'/C on the live authenticated dev alias: baseline halo present, line-opacity 0 absent, restored returns, moved below the field absent at full opacity => ORDER, not styling","The leg-A' non-vacuity control is the methodologically right design and is the reason this attribution is admissible where nine prior shader hypotheses were not. ⚠️ THE DIAGNOSIS HALF IS WRONG AND IS RETRACTED BY THIS BATCH: leg C (reorder below the field) is rejected by 784b4c6c and this file is banner-marked superseded by dfbaab36 — reordering moves the near-black line above ocean-mask-fill and darkens coastal LAND instead. The PAINTER identification survives; the 'defect is STACK ORDER' conclusion does not. Also records the highest-value landmine in the batch: setLayoutProperty(buffer,'visibility','none') is SILENTLY REVERTED at OceanMask.js:658, which would have produced a false negative CLEARING the culprit.",EVIDENCE_ONLY
8f9372595f74195532ae5b94e275446f2dc1a493,2026-08-16,"evidence(halo): the ZOOM LADDER -- the halo spans z1-z9.5, and the fix holds at every zoom, not just close-up",evidence,C4-P0-06,2,33,2,NO,NO — ledger CSV (2 rows) + evidence markdown,NONE,NO,ADDS_AUTHORITY (procedural) — tightens C4-P0-06's acceptance gate: the repair must be proven on the full zoom ladder across the owner coast AND a control coast in all three themes; a close-zoom-only proof is explicitly declared insufficient,"paired captures at z2/z4/z6/z7.5/z9 show the halo present in every opaque regime and absent when reordered; the top bound is only the line-opacity ramp (8.5->1.0, 9.5->0.0)","Prose + a ledger edit; the paired captures are not committed here, so the per-zoom readings are CLAIMS. The structural finding IS load-bearing and correct in kind: it explains why every close-zoom check cleared the culprit, and it establishes independence from the coverage state machine across three regimes (unknown/safe_degraded/covered). ⚠️ The 'fix' whose ladder is being validated (reorder below the field) is rejected one commit later by 784b4c6c, so this ladder validates a repair that did not ship.",EVIDENCE_ONLY
784b4c6cc845165394c4803e76b11337c0662cc1,2026-08-16,"fix(marine): the coastal halo IS `ocean-mask-buffer` -- now opt-in only, with an append-only proof log that enforces it",fix,"LOP-0001, C4-P0-06",5,250,12,YES,YES — frontend/src/components/map/OceanMask.js (+20/-...) and waterTempAnchor.js (+27),"frontend/src/components/map/OceanMask.coastBuffer.test.js (NEW, 105 lines, 10 tests including a NON-VACUITY test and a log-integrity suite)","YES, twice — retracts 7becd023's 'halo ROOT-CAUSED' claim outright, and retracts the author's OWN reorder proposal from 74b76d51/8f937259 ('MY FIRST ANSWER WAS WRONG AND THE OWNER CAUGHT IT'), recording it as a rejected hypothesis rather than dropping it","REMOVES_AUTHORITY — `ocean-mask-buffer` no longer self-enables merely because a marine layer is active. Enablement collapses to `resolveCoastBufferOn(_activeMarineLayer, forceFlag) { return forceFlag === true; }` (waterTempAnchor.js), i.e. opt-in ONLY via __RAW_WATER_TEMP_COAST_BUFFER__. Strict `=== true` so truthy strings cannot re-enable it.","the halo painter is ocean-mask-buffer (near-black rgba(16,29,43,.9) over medium-slate composited water); reordering is rejected; the buffer is now opt-in only, enforced by an append-only proof log","CONFIRMED in diff. OceanMask.js:653-664 replaces `const bufferOn = !!stateRef.current.activeMarineLayer || window.__RAW_WATER_TEMP_COAST_BUFFER__ === true` with a delegation to resolveCoastBufferOn — the `||` that auto-enabled it is gone. The test suite is unusually strong for this repo: it asserts non-vacuity (result independent of the active layer), rejects truthy-not-true values, greps the CALL SITE to forbid re-deriving enablement, and asserts the proof log's own integrity (every PROVEN entry must name an invariant, point at a test file that EXISTS, carry both a PRESENT and an ABSENT leg, and ship a >=3-stop ladder). ⚠️ `_activeMarineLayer` is now a deliberately-ignored dead parameter. ⚠️ Message says 'NOT PUSHED' at authoring time; it is nonetheless an ancestor of the current dev HEAD.",SUBSTANTIVE_PROGRESS
8a7234aa48ab83868dbe4e743321bd4cee0c559e,2026-08-16,docs(program): the morning-resume handoff + a one-command read-only state recheck,docs,NONE,2,212,0,NO,NO — program/weather-simulation/ handoff markdown (122) + recheck-state.sh (90); not shipped to the app,NONE,NO,"NEUTRAL — the script is declared read-only by construction (git fetch, reads, GETs; no commits, pushes, deploys or working-tree writes)",a read-only one-pass state recheck plus the halo close-out handoff,"I did not execute or line-read recheck-state.sh, so 'read-only by construction' is UNVERIFIED — verifying it means grepping the 90 lines for any write verb (commit/push/checkout/reset/netlify/render deploy). The commit is candid that it was landed AHEAD of the PR #9 merge on purpose, i.e. it deliberately bypassed a promotion gate because the machine was shutting down.",DOCS_ONLY
dfbaab361187cca2e37b1d5ae9e65293d2c53baf,2026-08-16,"docs(halo): mark the attribution report's DIAGNOSIS superseded -- the painter was right, ""stack order"" was not",docs,LOP-0001,1,46,6,NO,NO — one evidence markdown,NONE,"YES — explicitly supersedes 74b76d51's diagnosis while leaving its measurements UNEDITED, with a banner at the top and a correction in §7",NEUTRAL,"the stack-order diagnosis is refuted; the shipped fix is the opt-in default, not a reorder; adds §8, 'a lever that improves the symptom is not thereby the cause'","CONFIRMED as a diff: 46 insertions / 6 deletions on HALO-ATTRIBUTED-ocean-mask-buffer-2026-08-16.md, and the measurements are preserved rather than rewritten — which is the correct handling of a refuted conclusion in an evidence file. This is the batch's cleanest example of retracting a claim without destroying its data. The stated generalization (enumerate what an intervention moves the artifact ONTO, not only what it removes it FROM) is a real reusable defect class.",SELF_CORRECTION
1bcd224144b84f609ee4be327ad56765cb6f85f0,2026-08-16,fix(census): [C4-SC-04] infrastructure can no longer masquerade as a calibration verdict,fix,"C4-SC-04, WS-CAN-0073 (pattern reference)",4,253,12,NO,"NO — backend/scripts/local_size_gonogo.py (+77/-...), .github/workflows/ci.yml (+13/-1), a new test, and the ledger CSV. No route, service or scheduler file.","backend/tests/test_local_size_gonogo_exit_contract.py (NEW, 173 lines, 14 tests, one per raise site plus the contract)",NO,"ADDS_AUTHORITY — the five infrastructure sites now raise a named InfrastructureError(RuntimeError), explicitly NOT a SystemExit subclass, so the census workflow's existing `rc -ge 2` branch (which had never once fired for its intended purpose) becomes reachable; `cli()` also refuses a non-int return from main(). Estate CI floor raised 414 -> 428.",exit 0/1/2 contract is real: infrastructure failures can no longer be read as a calibration NO-GO,"THE SCRIPT FIX IS CONFIRMED: the diff replaces `raise SystemExit(""<string>"")` with `raise InfrastructureError(...)` at the credential and Render-API sites in local_size_gonogo.py, and the class docstring pins the 0/1/2 contract. Tests are site-specific on purpose, which is the correct answer to this repo's census defect shape. ⛔ BUT THIS COMMIT SHIPS A SELF-INFLICTED RED: it raises .github/workflows/ci.yml:1061 estate `MIN_PASSED 414 -> 428` WITHOUT the paired edit to backend/tests/test_ci_floor_staleness.py, which still reads `_FLOOR_SET_FROM = {""guards"": 1788, ""chain"": 815, ""estate"": 416}` at this SHA. The estate lane's passed_budget is 2 (backend/scripts/ci_floor_staleness.py:142), so test_each_lane_budget_matches_the_margin_that_lane_actually_uses[estate] asserts 2 == (416 - 428) = -12 and MUST be red. This is the EXACT pair-edit rule that 118cfabc, earlier in this same batch, was written to establish. At HEAD the pair is consistent again (estate 433/435, margin 2), reconciled by d555b17e (the PR #10 merge, outside this batch), not by a deliberate correction I can find.",SUBSTANTIVE_PROGRESS
8a3776bd65b5b08cf59a667546e04380d36572dd,2026-08-16,"docs(ledger): [C4-P0-08 CLOSED] dev promoted to main -- and the four-attempt promotion trap, recorded",docs,"C4-P0-08, C4-OP-11",1,2,2,NO,NO — 2 rows of COMPLETION_LEDGER_4.2.csv,NONE,"NO — but its own C4-OP-11 conclusion ('#10 is now SUPERSEDED, close it') is retracted by the very next commit",NEUTRAL,"PR #9 merged, origin/main = ffe7a462, tree parity verified by an EMPTY `git diff --stat origin/main origin/dev`","UNVERIFIED locally — I cannot confirm origin/main = ffe7a462 or the empty diff without a fetch, which is out of scope for a read-only audit of the local repo. The mechanism it records IS corroborated by this batch: ed280c93 is exactly the empty merge that `required_linear_history` rejects, and I confirmed that merge has zero content. The recorded trap ('gh pr merge --rebase/--squash both FAILED SILENTLY without --admin') is the repo's own 'a refusal you cannot read is a pass' shape in a CLI.",DOCS_ONLY
4a0913d781e374c6892fcec3583a388834500fea,2026-08-16,docs(ledger): CORRECTION -- PR #10 is NOT superseded; closing it would have discarded 748 insertions,docs,"C4-OP-11, C4-SC-01",1,2,2,NO,NO — 2 rows of COMPLETION_LEDGER_4.2.csv,NONE,"YES — retracts the author's own C4-OP-11 disposition from 8a3776bd, ONE commit earlier, before acting on it",NEUTRAL,"none of 19e8c197 / 37f265bf / 1d31e15b / 33bd3787 is an ancestor of origin/dev or origin/main, and their distinctive symbols are absent from dev's frontend/src, so #10 holds real unshipped work","PARTIALLY CONFIRMED from local state: `git grep marineCoverageContract -- frontend/src` at HEAD returns overlayTruthGate.test.js and waterTempAnchor.property.test.js, i.e. the #10 work HAS since landed locally — consistent with #10 being real and later merged as d555b17e. The ancestry checks themselves are UNVERIFIED without a fetch. The recorded false-positive is genuinely instructive: `git grep resolveOverlayTruthUv origin/dev` hit inside the ledger CSV that merely NAMES the symbol; scoping to frontend/src is what turned it into truth. Self-corrects in 4 characters, within one commit, before the destructive action.",SELF_CORRECTION
c3ab82986bb0ec2283883a402b9f40289506b6fa,2026-08-16,fix(ops): the trevec GC's ceiling is `older_than` x churn -- the interval was the wrong knob,fix,NONE,2,58,11,NO,"NO — scripts/install_trevec_gc_schedule.ps1 (+54/-...) and scripts/trevec_gc_task.ps1 (+15/-...); Windows scheduled-task tooling, nothing shipped to the app",NONE — a behaviour change to installer tooling with no test,NO — but it explicitly de-generalizes an earlier note ('30m/15m/5m measured identical' was taken at 22 versions/hour and does not generalise),"NEUTRAL, and the guard is STRENGTHENED not weakened — the verify step changes from `$info -match 'Hourly'` (a wording check that would false-FAIL on a correctly registered /SC MINUTE task) to a semantic check that reads NextRunTime back and asserts it lands inside the requested window","steady-state store size is churn x older_than, not schedule frequency; -OlderThan and -IntervalMinutes added; 4020->1005 MB at 15min/10m vs 4020->2477 MB at hourly/30m","CONFIRMED in diff: -OlderThan passthrough, /SC MINUTE branch with $expectMinutes, and the NextRunTime window assertion with an explicit floor warning ('~8m -- must exceed the longest transaction, a full index run is ~6 min'). trevec_index_gc.py is deliberately UNTOUCHED, so the measured default stays documented while the tightened values live in the deployment — the right separation. The two MB readings are CLAIMS with no committed artifact. Residual is stated honestly: 1005 MB is AT the tripwire, not the ~55 MB baseline, and the second `trevec serve` writer is not addressed by any GC setting.",SUBSTANTIVE_PROGRESS
0a069bee48657f68f004c9236282a7734a088d21,2026-08-17 10:54:40 -0400,"evidence(marine): the halo is coastline GEOMETRY -- and the ""soft ramp"" was my own averaging",evidence,LOP-0002,4,465,1,NO,NO,NONE,"YES -- retracts the author's own ""soft 32-64 px ramp"" finding as an artifact of averaging 24 hard per-ray edges; declares 7b6fc77d (shipped) 'not the fix'","NEUTRAL -- only frontend/.gitignore (+1), a new measurement script and two program/ markdown files","Per-ray decomposition shows the mask edge is crisp (~3.5-4.6 px) and the halo is coastline DISPLACEMENT, not shader softness","Diff confirms zero application code: frontend/.gitignore, frontend/scripts/overlay-mask-profile.js (new, 280 lines), program/weather-simulation/evidence/HANDOFF-2026-08-17-island-halo.md (new, 105), .../ISLAND-HALO-2026-08-17.md (+80/-1). The measurement numbers themselves are UNVERIFIED -- output dirs are deliberately untracked, so nothing in the repo reproduces them.",EVIDENCE_ONLY
8dce1982a8361a6501ce5312ef54c3a65cb18a39,2026-08-17 11:05:04 -0400,evidence(marine): overlayBasemapWaterOnMask's geometry is FAITHFUL -- the handoff's fix target is exonerated,evidence,NONE,3,227,2,NO,NO,NONE,YES -- retracts the immediately-prior handoff's own named fix target (overlayBasemapWaterOnMask fidelity) as exonerated,NEUTRAL -- script + docs only,"Polygon-truth vs point-truth agree to <=1 device px on 24/24 rays, so the geometry handed to the mask painter is correct and was not changed","Diff is frontend/scripts/mask-geometry-vs-raster.js (new, 176) plus two program/ evidence files. Confirmed NO code change was made -- the commit's central discipline claim ('so no code change was made') holds against the diff. The 24/24 and 0-1 px figures are UNVERIFIED (harness output untracked).",EVIDENCE_ONLY
591a8a8a831985685d18ea4ae0932dd2efe9e61e,2026-08-17 11:27:38 -0400,"evidence(marine): bounds/staleness REFUTED -- the offset is in the paint, and it is a few bearings not a ring",evidence,NONE,3,358,82,NO,NO,NONE,"YES -- explicitly overrides the new harness's OWN printed verdict ('DRIFTS with the camera') as wrong, and rewrites the handoff whose earlier revisions chained corrections","NEUTRAL -- frontend/.gitignore (+2), new script, handoff rewrite","Six-camera discriminator shows the coast offset is invariant under camera motion, so bounds/staleness is refuted and the offset lives in the paint","Diff: frontend/.gitignore, frontend/scripts/mask-bounds-staleness.js (new, 233), HANDOFF-2026-08-17-island-halo.md (+205/-82 -- the 82 deletions are the handoff rewrite, not code). The 82-line deletion is entirely documentation; no assertion or code was removed. Measurement table UNVERIFIED.",EVIDENCE_ONLY
6ce6a37b27ffc8a48a04d12a794b92627a7ad995,2026-08-17 16:20:15 -0400,"evidence(marine): the rim IS ours (14 px vs 2 px), and the defect is six coastal segments with coordinates",evidence,NONE,3,247,8,NO,NO,NONE,YES -- retracts the author's own reading of 2.2-3.6 px as an upper bound on rim width ('I had been reading a sharpness figure as if it bounded the rim'),NEUTRAL -- script + docs,"Waves-ON band 14 device px vs waves-OFF 2 px, so the rim is the marine layer's; six named bearings with coordinates carry the defect","Diff: frontend/.gitignore (+1), frontend/scripts/rim-width-and-worst-bearings.js (new, 199), handoff (+55/-8). No src touched. The per-bearing table is UNVERIFIED -- it would be verified by re-running the committed harness against a deployed build and comparing the six bearings.",EVIDENCE_ONLY
