Area,surface_id,type,files_symbols,reachability,entry_point,consumer,objective_id,task_id,test_coverage,runtime_evidence,observability,recovery,status
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-marine-anim-tuner,user-facing,"frontend/src/components/map/MarineAnimTuner.js:52-60 isEnabled, :62-77 loadVals, :88-105 mount seeding, :118-121 apply/persist; LS key __RAW_TUNER_VALUES_V2__; rendered at MapWebGL.js:972","Active-reachable on production via ?tuner=1 — the query-param and localStorage arms are evaluated BEFORE the localhost arm, so the file's own 'PROD-SAFE: only on localhost' comment describes only the last arm","URL query parameter on any host, or localStorage.__RAW_TUNER__='1'","WebGLMarineEngine reads the seeded globals every frame — incl. __RAW_TILE_ZOOM_MIN__ (which zoom switches to dense tile mode) and __RAW_BLEND_BASE_WASH__ (coarse under-wash beneath a regional tile), i.e. WHICH data composites, not only how it looks",NONE,NONE,MarineAnimTuner.defaults.test.js pins the CONTROLS defaults against the engine's NATURAL_ANIM_DEFAULTS; nothing tests the enablement gate,"Source-read at HEAD. Bounded honestly: seeded values equal the engine's baked defaults until a slider is dragged, and a later plain visit does not re-seed on production. The measurement exposure needs only ?tuner=1 + a drag.",none,localStorage.__RAW_TUNER__='0' opts out; nothing clears __RAW_TUNER_VALUES_V2__,Missing Contract
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-config-stamp,user-facing,"frontend/src/components/map/weatherTruthTracker.js:8,204 (BUILD_VERSION); WeatherTelemetry.js:8,282; TruthOverlay.js:126-141",Active-reachable — every truth event and telemetry POST,truth stage emission / telemetry flush,the TruthOverlay HUD and the single /weather/client-diagnostics POST,"WS-OBJ-504 (transport), WS-CAN-0003 (build stamp, CLOSED)",NONE for configuration state,TruthOverlay.fpsHonesty.test.js covers the fps field; nothing covers flag state,"grep for __RAW_TUNER|override|flagState|tuner across weatherTruthTracker.js, TruthOverlay.js, WeatherTelemetry.js returns nothing that captures flag state. Positive control: the same files DO import and stamp BUILD_VERSION.",build identity yes; configuration identity no,n/a,Missing Observability
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-oceanmask-movelayer,rendering,"frontend/src/components/map/OceanMask.js:90-97 safeMoveLayer, :110-118 the batch mover, plus 23 further bare catches in the same file (25 total)",Active-reachable — runs on every styledata / theme / layer change,OceanMask effect chain,the basemap layer stack that determines whether om:// rasters are visible at all,WS-OBJ-101,NONE open — WS-CAN-0060 and WS-CAN-0061 are both closed,OceanMask.bufferColor.test.js and waterTempAnchor's unit tests cover colour and the anchor PLAN; nothing asserts a moveLayer failure is observable,"Brace-matched empty-catch scan over the WX-PROD .js set: 301 empty catches, 83 with no comment at all; OceanMask.js holds 25 of the 83. OceanMask.js:355-362 records that this very line 'threw silently, so the recolor fast-path never actually recolored' and the corrected line is still wrapped in catch(e){}.",none at the 25 bare sites,"implicit — 'the next styledata retries' is asserted in sibling comments, not at these sites",Missing Test
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-watertemp-anchor-exec,rendering,frontend/src/components/map/MapWebGL.js:196-216 (the reassert effect); waterTempAnchor.js planAnchorMoves / findOccludingWaterFill / findMaskInsertionPoint,Active-reachable — bound to styledata,"mapInstance.on('styledata', reassert)",water_temp slot ordering vs ocean-mask-fill and the basemap water fill,WS-OBJ-101,WS-CAN-0061 (CLOSED f3fe2c85 / e88b0f68),"waterTempAnchor is pure and unit-tested (18 tests, mutation kills 5 per the register); the EXECUTION loop has none","MapWebGL.js:209-212 executes plan.moves inside the same try whose catch is `{ /* style mid-load — the next styledata retries */ }`. Nothing re-reads map.style._order after the loop to confirm the intended order was achieved. Two kill switches disarm the repair with no telemetry: __RAW_WATER_TEMP_ANCHOR_REASSERT_DISABLED__, __RAW_WATER_TEMP_OCCLUSION_GUARD_DISABLED__.",a one-shot console.error on REFUSE (latched by `refused`); nothing on a failed move,"next styledata retries — asserted, not demonstrated",Missing Test
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-js-empty-catch,shared,"WX-PROD .js set — 301 empty catches; 83 bare (no comment), 218 annotated. Bare leaders: OceanMask.js 25, backendWeatherServiceClient.js 8, maskFloodProbe.js 6, MapWebGL.js 5, WeatherTelemetry.js 4, useMapInitialization.js 4, weatherTruthTracker.js 3",Active-reachable,various,the weather render and fetch paths,WS-OBJ-103 (covers TOTAL load failure only),NONE for partial silent swallow,"NONE — no lint rule, no census test","Brace-matched scan (script in scratchpad), comments stripped before emptiness test. The 218 annotated ones are a genuine and mostly-correct house style ('/* map disposed */', '/* style mid-load — the next styledata retries */'); this is not a 301-defect claim.",none by construction,varies,Missing Contract
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-py-silent-catch,processing,"45 sites across the WX-PROD .py set; load-bearing: surf_rating.py:745-748 and :755-758, surf_point.py:205-211, grid_resolver_surf.py:165-171, estimator.py:580-585, store.py:200 and :443, store_helpers.py:111, mid_res_tier.py:321",Active-reachable,various,"spot ratings, surf geometry, product store","WS-OBJ-207 (adjacent, disclosure), WS-OBJ-304 (adjacent, integrity)",WS-CAN-0062 covers geometry_readiness disclosure only,NONE located that exercises the exception arm of surf_rating.py:745 or :755,"AST-shaped scan (except-block whose entire body is pass/continue/break/.../comments). 37 of the 45 are upstream-text parse `continue`s inside loops (NDBC, .idx, climatology) and are correct behaviour.",none at the load-bearing sites,substitution of a neutral value,Missing Test
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-surfrating-degrade,processing,"backend/services/weather_pipeline/surf_rating.py:745-748 (width_fn -> width=0.0), :755-758 (wind_fn -> wind_speed=wind_from=None)",Active-reachable — inside the rating loop that serves the map band and spot glyphs,compute_surf_rating grid path,the 0-100 quality on every rated surface,WS-OBJ-207,NONE — WS-CAN-0062 is about geometry_readiness already being on the wire,NONE located for the exception arm,"Source-read at HEAD. 0.0 is a legitimate shelf width, so the substituted value is indistinguishable from a measured one, and `confidence` (spot_ratings.py:38-46) reads accuracy_flag / is_verified_peak only — it cannot move.",none,neutral substitution,Missing Test
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-metre-foot-census,processing,"10 backend files own an m<->ft constant: surf_conditions.py:53,95,98; buoy_calibration.py:27; report_calibration.py:30; spot_conditions.py:46; local_size_preview.py:228; sim_explain.py:142; sim_observed.py:199; sim_rating.py:294,405; conditions.py:255; spot_ratings.py:52 (DRIFTED 3.281). Frontend: heightUnits.js:9 (correct), WebGLMarineTextureEncoder.js:239 (3.281, console.log only)",Active-reachable — spot_ratings.rating_why writes the `why` field on /spot-ratings,"rating_why(level, surf_h_m, …)",the user-visible '~X ft surf' explainability string,WS-OBJ-204 (adjacent),NONE — WS-CAN-0015's ft/m item is the frontend infobox cards,NONE located that pins spot_ratings.rating_why's conversion constant,"grep -rnE '3\.28084|3\.281[^0-9]|0\.3048' over backend/services+backend/routes; science_registry.py owns no m<->ft constant (2 hits, both prose inside other entries' what=/sample= text; positive control: GAMMA, GAMMA_MIN, GAMMA_MAX are registered). 3.281 vs 3.28084 = +0.0049%.",none,n/a,Missing Contract
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-weatherengine-retry,state-lifecycle,"frontend/src/components/map/WeatherEngine.js:315 MAX_RETRIES=5, :594-601 stale-fallback branch (no MAX check), :603-612 exhaustion branch (retryCount=0 then re-attempt every 120000 ms), :680-682 cleanup",Active-reachable — the wind fetch lane on /map,attemptFetch effect,backend wind grid endpoint,WS-OBJ-003 / SOTA A16 (requests bounded),"NONE — WS-CAN-0001 is the marine twin; WS-CAN-0012 names four wind invariants, none of them the retry bound",NONE located,"Source-read at HEAD. NOT a lifecycle leak: :682 clears retryTimer on unmount, so it does not outlive the surface. It is unbounded for the mounted lifetime of the primary screen.",console.warn 'Max retries exhausted' then silence,the loop IS the recovery; it has no ceiling,Missing Contract
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-base-cover-gate,rendering,frontend/src/components/map/WebGLMarineEngine.js:1130-1138 __RAW_ENABLE_BASE_COVER_GATE__,"Flag-gated, OFF by default — the only __RAW_ENABLE_* in the WX-PROD set, i.e. the only flag whose FIX is off by default",the marine base-cover decision,whether a coarse base is allowed to cover a finer overlay,WS-OBJ-402 / SOTA B2,NONE — B2's three named dual paths are WS-CAN-0007 / 0032 / 0043,not located,In-file comment: '2026-07-06 SAME NIGHT DEMOTION -> OPT-IN ONLY (__RAW_ENABLE_BASE_COVER_GATE__): live regression'. 2026-07-06 to HEAD 2026-08-13 = 38 days opt-in with no dated arm-or-delete decision.,none,n/a,Missing Contract
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-surf-point-landbit,processing,backend/services/weather_pipeline/surf_point.py:200-211 (land_present_at promotion inside try/except: pass),"Active-reachable — resolve_surf_geometry, the mandated chain's first half",resolve_surf_geometry,"coastal flag and break_depth, which feed estimate_surf_at",WS-OBJ-207 (adjacent),NONE,NONE located for the exception arm,Source-read. An import or call failure silently leaves coastal=False and break_depth=None; the spot then resolves as open_ocean with no marker. Kill switch SURF_COASTAL_FROM_LAND_BIT=0 is documented.,logger.debug on SUCCESS only — the failure path logs nothing,none,Missing Test
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-post-collab-stub,user-facing,"backend/routes/posts/post_collaboration.py:94-113 auto_fill_conditions; router registered at routes/posts/__init__.py:21,27",Dead (function) inside an Active-reachable module — grep for auto_fill_conditions finds only its own definition,none today,intended: the session-report form in the post composer,NONE,NONE,NONE,"Currently honest: returns all-None with conditions_source='manual'. Docstring: 'In production, this would pull from NOAA/Surfline API' + '# TODO: Integrate with actual forecast API'. services/surf_conditions.py:67-68 records that this exact surface was already stamped with an offshore height once.",n/a,n/a,Missing Contract
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-deprecated-components-dir,user-facing,frontend/src/components/_deprecated/TrendingSection.js (the only file in the directory),Legacy-unreachable,none,none,NONE,NONE,NONE,"grep -rn 'TrendingSection' frontend/src -> 3 hits, ALL inside the file itself (docstring, declaration, default export). grep for '_deprecated' across frontend/src + package.json -> no references. Positive control: 'ForecastWheel' -> 5 hits including its test, so the technique finds importers.",n/a,n/a,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-todo-census,shared,"8 TODO/FIXME/HACK/XXX hits estate-wide; 2 are NDBC fixture-header false positives, 1 is a unicode-escape false positive, 4 are non-weather (career.py:452, leaderboard.py:345, join.py:449, server.py:698), 1 is weather-relevant (post_collaboration.py:105)",mixed,n/a,n/a,NONE,NONE,n/a,"grep -rnE 'TODO|FIXME|HACK|XXX' over frontend/src+backend excluding node_modules/__pycache__ = 8 lines against 554,976 lines searched. hotfix = 0 occurrences. This is an unusually clean estate and is recorded as a positive.",n/a,n/a,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-browser-branches,rendering,frontend/src/components/map/deviceTier.js:16 navigator.userAgent (the only material one),Active-reachable,device-tier particle-pool sizing,WebGLWindEngine / WebGLMarineEngine pool size,WS-OBJ-001,WS-CAN-0012 (device tier is one of its four invariants),covered by the WS-CAN-0012 batch per the register,"grep -inE 'userAgent|isSafari|isFirefox|isChrome|navigator\.vendor|MSIE|Edge/' over WX-PROD -> 4 hits; the other three are WebkitBackgroundClip CSS, an unrelated comment, and a telemetry field. NO isSafari/isFirefox behaviour fork exists in the weather path — a real negative, because the E2E browser split (Safari 24 / Firefox 10 / Chrome 0, WS-CAN-0059) has no application-side explanation.",n/a,n/a,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-hardcoded-coords,data,"backend/scripts/capture_marine_card_matrix.py:40-44 (5 spots, audit harness); backend/scripts/migrations_archive/master_offshore_fix.py, master_offshore_system.py, recalibrate_central_fl_spots.py (dozens of hand-tuned offsets); backend/services/surf_conditions.py SPOT_COORDINATES (29, LIVE)",harness = Test-only; migrations_archive = Legacy-unreachable; surf_conditions = Active-reachable,only the surf_conditions set is on a live route,/surf-conditions NOAA station selection and fallback coordinates,NONE,NONE,NONE,"Positive control: 85.051129 (the Mercator clamp) is found by the same pattern family in 3 files. grep -rn 'migrations_archive' backend --include=*.py matches only backend/tests/test_wind_unit_constant_parity.py:160, which EXCLUDES the directory; positive control 'from scripts' -> 2 real route imports.",n/a,n/a,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-legacy-killswitches,rendering,"260 'legacy' hits in WX-PROD; leaders WebGLWindShaders.js 36, WebGLMarineParticleShaders.js 19, WebGLMarineEngine.js 19, marineEngineDecisions.js 12, surf_transform.py 11","Flag-gated, all default-OFF","__RAW_ANIM_LEGACY__, __RAW_OM_MODEL_WIPE_LEGACY__, __RAW_MARINE_BUFFER_SCALE_COLORS__, SURF_V3_KOMAR=0, etc.",the rendered field,"SOTA B12 (kill-switch discipline, MET)",NONE,varies per switch,"Every file with >=5 hits was inspected: the word names the pre-fix behaviour a kill switch restores. Reporting '260 legacy references' as a finding would be the raw-grep-as-finding error. The count belongs to the flag inventory (SUR-HID-raw-flag-surface), not to a defect list.",none per switch,the switch IS the rollback,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-deprecation-diag,user-facing,"frontend/src/components/map/forecastDeprecationDiag.js (updateDeprecationDiag, window.__MARINE_ESTIMATOR_DEPRECATION_DIAG__); 20 call sites across forecastExactPoint.js, forecastSamplers.js, useMarineDataFetcher*.js",Active-reachable,every exact-point and sampler path,a window global only,WS-OBJ-402 (it is the instrument a dual-path exit condition would consume),NONE,not located,"All 27 'deprecated' hits in WX-PROD are this one cluster. It is an INSTRUMENT, not the deprecated thing: it records whether the browser fell back to a frontend estimate instead of the backend redirect (isBackendRedirectActive, :40-45). It is well built and has no consumer — the migration it measures has no dated exit even though the measurement exists.","a window global, never transported",n/a,Missing Owner
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-emergency-ratio-fallback,data,backend/services/weather_pipeline/normalizer.py:302-318 MARINE_PARTITION_RATIO_FALLBACK,"Flag-gated, default '0'",normalizer marine partition path,swell_1 / swell_2 / wind_waves partitions,SOTA B12,NONE,not re-verified here,"The one 'emergency' hit in WX-PROD. Exemplary: fabricating branch default-OFF, the comment records the live measurement that killed it (a phantom 0.16 m swell FROM 20.5 deg at (28,-80) contradicted by a regional tile at FROM 107.6 deg), and when re-enabled every fabricated point stamps the product estimated with an estimate_basis. Kill switch + provenance stamp.",estimate_basis on the product,absent cell (is_valid=False) is the default answer,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-surf-mode-toggle,user-facing,"backendWeatherServiceClient.js:138-161 getSurfModeFlag/setSurfModeFlag; consumed at :506 and backendCopernicusServiceClient.js:378 (&surf=1); colorScales.js:285-365 (band rescale); MapWeatherControls.js:93-99,711-716 ('Surf Rating: ON/OFF'); MapForecastOverlay.js:438-440",Active-reachable and localStorage-persisted; OFF by default,"the controls toggle, or localStorage.__SURF_MODE__",the marine heatmap (breaking vs offshore height) and the colour bands,WS-OBJ-204,"WS-CAN-0015 ('one nearshore display policy' is one of its 7 items, still open)","per the WS-CAN-0015 register row, 2 of 7 items shipped and receipted","Source-read at HEAD. With the toggle OFF the grid URL omits &surf=1, so the heatmap renders the OFFSHORE significant wave height — the quantity CLAUDE.md forbids reporting AS surf height. The toggle label says 'Surf Rating', not 'offshore vs breaking'.",the toggle's own aria-pressed state,n/a,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-persisted-backend-lane-flags,data,"backendPrecipitationServiceClient.js:26; backendPressureServiceClient.js:25; backendWeatherServiceClient.js:70,90,109,129,177 (__USE_BACKEND_MARINE_SYSTEM__, _WEATHER_SERVICE__, _WIND_SERVICE__, _COPERNICUS_SERVICE__, _ICON_MARINE_SERVICE__); LayerAccessResolver.js:33 __BACKEND_URL__","Active-reachable, localStorage-persisted, each with a documented default and a REACT_APP_* build fallback",localStorage or a build env var,which backend lane serves each layer,WS-OBJ-402 (adjacent),NONE,not located,grep -rn localStorage over frontend/src/components/map/*.js. Each reader is annotated with its default; the exposure is low individually. Folded into SUR-HID-raw-flag-surface as inventory rather than reported separately.,none,remove the key,Missing Contract
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-force-fallback-keys,state-lifecycle,"frontend/src/components/map/MapWebGL.js:95,96,100,101,724,725,757-759 (force_wind_fallback / force_marine_fallback)","Active-reachable, localStorage-persisted — disables the WebGL engines for that browser until cleared",localStorage or window.__FORCE_*_FALLBACK__,whether the WebGL wind/marine engines mount at all,WS-OBJ-301,WS-CAN-0022 (names 'persisted force_*_fallback keys' explicitly),"per the register, WS-CAN-0022 is Not Started",grep -rn localStorage over the map components; a reset() at :759 removes both keys.,none,reset() at MapWebGL.js:759,Complete
UNKNOWN-UNKNOWN DISCOVERY (audit spec §3.4/§13) — repo-wide ,SUR-HID-manifest-pointer-migration,infrastructure,"backend/services/weather_pipeline/manifest_pointer.py:18, :86, :140 _disable_for_process('pointer table missing (HTTP …) — migration not applied yet')",Active-reachable,manifest pointer read/write,manifest resolution,WS-OBJ-004 (adjacent),NONE,not located,"One of the 14 'migration' hits in WX-PROD. It disables itself for the process AND carries the reason in the disable string — a correct transition-safe pattern, and the counter-example to the silent-swallow class in SUR-HID-js-empty-catch.",the reason string,"self-disable, re-enabled on restart after the migration",Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-env-files,infrastructure,frontend/.env.local; backend/.env; frontend/.gitignore:16; .gitignore:292,Dev-only (build-time),CRA build / uvicorn process env,webpack DefinePlugin (REACT_APP_* only); backend os.environ,NONE,NONE,NONE,SEC-M-env: `git ls-files | grep -iE '(^|/)\.env'` -> zero rows; control C1 passed. Both files matched by git check-ignore.,none needed,n/a,Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-shipped-bundle,user-facing,https://dev--rawsurf.netlify.app/static/js/main.e474455a.js (BUILD_VERSION 791fdf78 = HEAD); frontend/craco.config.js (no DefinePlugin/EnvironmentPlugin),Active-reachable (this is what users load),browser page load,every weather surface,NONE,NONE,NONE,"SEC-M01: streamed live bundle into grep -c. pk.eyJ=1, bare JWT=0, AIza=0, sk-=0, sk_live_=0, service_role=0.",n/a,n/a,Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-brain-rules-cred,infrastructure,BRAIN_RULES.md:200 (Qdrant cluster URL + JWT-shaped API key),Legacy-but-reachable (tracked; git history retains it regardless of edit),git clone / any repo read,agents reading project rules,WS-OBJ-703,WS-CAN-0021,NONE,"SEC-M05: 1 JWT-shaped literal at :200; no sk-/ghp_/AKIA/xox shapes in that file. :201 LangSmith key correctly lives in episodic memory, not in-file.",none,OWNER: rotate provider-side,Missing Owner
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-antigravityrules-cred,infrastructure,.antigravityrules:201 (identical credential to BRAIN_RULES.md:200),Legacy-but-reachable (tracked),git clone / any repo read,agent tooling,WS-OBJ-703,WS-CAN-0021 (file list incomplete),NONE,"SEC-M05: sha256 of the grep match in each file is IDENTICAL (6bd74b381b9d...), compared without printing either value.",none,same rotation as WS-CAN-0021,Missing Task
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-eslint-artifact-cred,infrastructure,"frontend/eslint_errors.json:1 (5,417,389 B, commit 04342a9a); embeds AIza... from a scratch copy of GifPicker.js outside this tree",Legacy-but-reachable (tracked artifact; not executed),git clone,none at runtime,NONE,NONE,NONE,"Parsed the JSON: filePath = C:\Users\dprit\.gemini\antigravity\scratch\...\GifPicker.js, source line 16. Current frontend/src/components/messages/GifPicker.js:23 has NO hardcoded fallback (grep AIza over frontend/src = 0; control C3 passed).",none,delete artifact + rotate,Missing Task
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-sourcemaps,user-facing,netlify.toml:3 build command (no GENERATE_SOURCEMAP=false anywhere in build config); frontend/build/static/js/*.map (105 files locally),"Active-reachable, PUBLIC, on prod AND dev",GET /static/js/main.*.js.map,anyone,NONE,NONE,NONE,"SEC-M02: prod main.js.map -> HTTP 200 / 4,802,016 B; dev (BUILD_VERSION 791fdf78 = HEAD) main.js.map -> HTTP 200 / 4,807,261 B. GENERATE_SOURCEMAP appears in exactly one tracked file, a docs runbook, and in no build config (control C2 passed on 'CI=false').",none,n/a,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-response-headers,user-facing,frontend/public/_headers (nosniff + cache only),Active-reachable on both deploys,any HTTP response from Netlify,browser,NONE,NONE,NONE,"SEC-M03: complete security-header set on BOTH deploys is Strict-Transport-Security (Netlify default) + X-Content-Type-Options. Absent: CSP, X-Frame-Options, Referrer-Policy, Permissions-Policy, COOP.",none,n/a,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-backend-cors,infrastructure,backend/server.py:486-492 CORSMiddleware allow_origin_regex 'https://.*\.netlify\.app|...' + allow_credentials=True; duplicated at :510-512 _CORS_ERR_ORIGIN_RE,Active-reachable on every weather route,any cross-origin XHR,browser,NONE,NONE,NONE (grep CORSMiddleware|allow_origin_regex over backend/tests -> no files),"Kill attempt: `grep -rnI 'set_cookie|request.cookies|SessionMiddleware' backend --include=*.py` -> zero non-test rows; `grep -rnI ""credentials:\s*.include|withCredentials"" frontend/src` -> zero rows (control C3 passed on 'Authorization'). apiClient.js:52-61 sends a Bearer header. Credentialed CORS therefore carries nothing exploitable TODAY.",none,n/a,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-netlify-weather-proxy,data,"frontend/netlify/functions/weather-proxy.js:41 ACAO '*'; weather-proxy-helpers.js:13-17 API_URLS allowlist, :6 module-scope Map cache, :11 CACHE_TTL 30min; quarantined by frontend/src/index.js:38-53",Legacy-but-reachable (deployed and executing; the app quarantines it in production),GET/POST /.netlify/functions/weather-proxy,nobody in the app; anyone on the internet,NONE,NONE,NONE (grep weather-proxy|getCacheKey over frontend test/spec files -> no files),"SEC-M04: dev /.netlify/functions/weather-proxy -> HTTP 400, body {""error"":""Missing type parameter""}, header Access-Control-Allow-Origin: *. /.netlify/functions/weather -> 404 (not deployed). Handler executes unauthenticated from any origin.",function logs only,circuit breakers + RESPONSE_SIZE_LIMIT present,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-proxy-cache-key,data,frontend/netlify/functions/weather-proxy-helpers.js:130-147 getCacheKey (32-bit ((hash<<5)-hash+c)|0); :107-128 validateCacheShape,Fallback-only / Legacy-but-reachable (same function as above),cache lookup inside weather-proxy handler,weather-proxy response,NONE,NONE,NONE,Source read. validateCacheShape checks only that some recognised container is non-empty; it never compares the cached payload's coordinates to the request's. Collisions in 32 bits are brute-forceable and the endpoint is open (SEC-M04).,none,30-min TTL only,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-service-worker,infrastructure,"frontend/public/service-worker.js :80-200 fetch handler, :116 response.ok guard, :338-357 message handler, :344 hardcoded same-origin URL, :91-103 weather exclusions",Active-reachable,SW fetch/message events,all non-weather app requests,NONE,NONE,NONE,"Read in full. Poisoning hypotheses REFUTED: CACHE_SPOTS reconstructs new URL('/api/surf-spots', self.location.origin) and never uses the message payload as a URL; every cache.put/match is keyed on the full request so a cross-origin entry cannot satisfy a same-origin lookup; :116 never caches a 502/4xx. AND weather is excluded entirely (:91-103), so the SW is not a weather-data cache surface.",console only,BUILD_VERSION-scoped cache names purge on deploy,Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-forecast-cache-fallback,data,"backend/uploads/forecast_cache/{wind_global.json,marine_global.json} (TRACKED); backend/services/weather_pipeline/wind_ingestion.py:189-227 loader, :196 len<100 floor, :214-217 modulo time-shift, :240/:358/:560 estimate_basis","Fallback-only, Prod-reachable",ingest_gfs_wind_global when the live NOAA/ECMWF fetch returns nothing,the global wind field served to every weather surface,WS-OBJ-304 (outcome only),WS-CAN-0017 (surface list does not name it),NONE — grep 'cached_data|stale_cache_recycled|time_shifted_forecast_cache|too small for global' over backend/tests -> no files,SEC-M07: `git ls-files backend/uploads/forecast_cache/` -> both files tracked; `git status --short` -> both ALREADY DIRTY at session start (the running process writes them). Sole validation is a point-count floor.,"GOOD — estimate_basis {""type"":""stale_cache_recycled""} + estimated_after_index=0 reach the wire, so a consumer CAN tell. This drops severity from Critical to High.","none — no schema, age, checksum or provenance check on the file contents",Missing Test
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-grib-range-fetch,data,"backend/services/noaa_gfs_wind_fetcher.py:97; noaa_gfs_wave_fetcher.py:248; noaa_gfs_pressure_fetcher.py:95 — _fetch_message_bytes, all three identical",Active-reachable (primary ingest),scheduled ingest,store.py -> every served product,WS-OBJ-304,WS-CAN-0017,"backend/tests/test_fetcher_http_pooling.py (pooling, not integrity)","Source read at HEAD: `if r.status_code not in (200, 206): raise`. A bare 200 means the upstream IGNORED the Range header and returned the whole object; len(r.content) is never compared to end-start+1 and Content-Range is never read.",none,none,Missing Task
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-marine-physics-validity,processing,backend/services/weather_pipeline/wave_physics.py:52 MARINE_PHYSICS_VALIDITY (default ON),Active-reachable,decoded-value validation,marine field,WS-OBJ-304,WS-CAN-0017 (adjacent),backend/tests/test_wave_physics_validity.py,"Default ON confirmed at :52 (`!= ""0""`). Complements the missing byte-level validation with a physical-plausibility layer.",kill switch documented at :35,kill switch,Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-grid-parser-worker,processing,"frontend/src/components/map/GridParserWorker.js (748 LOC) :70 and :142 truncation guards, :729-747 top-level try/catch",Active-reachable — imported by useGridWorker.js and usePressureEngine.js,postMessage from useGridWorker,wind/marine/pressure grids,WS-OBJ-301,WS-CAN-0008,frontend/src/tests/grid-parser-worker.test.js,"Source read: `offset + rows*cols > data.length -> return null` at both sites; errors posted as {id, result, error}.",error field on the reply,"useGridWorker.js:42 onerror, :68 re-create on next use",Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-dead-decode-worker,processing,frontend/src/engine/workers/forecast-decode-worker.js,Dead,none,none,NONE,NONE,NONE,`grep -rnI 'forecast-decode' frontend/src frontend/e2e frontend/package.json` -> zero rows; control C3 passed (GridParserWorker found in 3 files).,n/a,n/a,Complete
